m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3
PYRVINIUM	29	57	382.22777431609	354.30700000000013	382.53100000000006	146	0	0	0	0	2	2	4	0	0	0	2	0	3	2	4	4	4	26	0	3	0	0	0	0	5.308240000000006	123.62200000000003	0.19230769230769232
QUINACRINE	28	58	399.20774026	369.7260000000001	399.9660000000002	150	0	0	0	0	2	1	3	0	0	0	4	1	5	1	3	9	9	23	1	4	0	1	1	0	5.972400000000006	120.91770000000005	0.43478260869565216
QUINAPRIL	32	62	438.21547205999997	408.2840000000002	438.5240000000003	170	0	1	1	1	2	0	2	0	0	0	5	2	7	1	3	9	11	25	2	7	0	3	3	0	2.5671	119.90150000000007	0.4
QUINESTROL	27	59	364.240230264	332.2730000000001	364.5290000000001	144	4	0	4	0	1	0	1	3	0	3	2	1	2	0	5	2	2	25	1	2	0	5	5	0	5.228400000000006	107.72580000000008	0.68
QUINETHAZONE	18	30	289.028789924	277.64799999999997	289.7440000000001	98	0	1	1	1	1	0	1	0	0	0	4	3	8	1	2	2	2	10	4	6	0	1	1	0	0.8788	67.99310000000001	0.3
RACECADOTRIL	27	50	385.13477921599997	362.30100000000016	385.4850000000002	142	0	0	0	1	2	0	2	0	0	0	5	1	6	0	2	9	12	21	1	5	0	1	1	0	2.9846000000000013	106.02270000000001	0.2857142857142857
RALOXIFENE_HYDROCHLORIDE	34	61	473.166079344	446.37800000000027	473.5940000000004	174	0	1	1	0	3	1	4	0	1	1	6	2	6	2	5	7	7	28	2	5	0	0	0	0	6.075200000000005	136.25109999999992	0.25
RAMIPRIL	30	62	416.23112212399997	384.26200000000017	416.5180000000003	164	1	1	2	1	1	0	1	1	1	2	5	2	7	1	3	9	11	23	2	7	0	5	5	0	2.3831999999999995	111.79750000000008	0.6086956521739131
RANITIDINE_BISMUTH_CITRATE	21	43	314.141261564	292.23500000000007	314.411	118	0	0	0	0	0	1	1	0	0	0	7	2	8	1	1	10	10	13	2	7	0	0	0	0	1.4589999999999996	84.40080000000003	0.5384615384615384
REBAMIPIDE	26	41	370.07203464	355.672	370.79200000000014	132	0	0	0	1	2	1	3	0	0	0	3	3	7	1	3	5	6	19	3	6	0	1	1	0	2.6072000000000006	98.61470000000001	0.10526315789473684
RECAINAM	19	44	263.19976242	238.18499999999997	263.38500000000005	106	0	0	0	2	1	0	1	0	0	0	2	3	4	0	1	6	8	15	3	4	0	0	0	0	2.813040000000001	80.69310000000003	0.5333333333333333
REPAGLINIDE	33	69	452.267507632	416.3070000000002	452.5950000000003	178	0	1	1	1	2	0	2	0	1	1	4	2	6	1	3	10	11	27	2	6	0	1	1	0	5.219900000000005	131.11900000000009	0.48148148148148145
RESCINNAMINE	46	88	634.2890309239999	592.3900000000003	634.7260000000002	246	1	2	3	0	2	1	3	1	1	2	10	1	11	3	6	9	11	35	1	11	0	6	6	0	4.570700000000004	170.39769999999953	0.4857142857142857
RIBAVIRIN	17	29	244.080769484	232.111	244.20700000000002	94	0	1	1	1	0	1	1	0	1	1	8	4	9	2	2	3	3	8	5	9	0	4	4	0	-3.0114999999999994	51.549300000000024	0.625
RIBOFLAVIN	27	47	376.13828435999994	356.2090000000002	376.36900000000014	144	0	2	2	0	1	0	1	0	0	0	9	5	10	2	3	5	5	17	5	10	0	3	3	0	-1.7235599999999989	95.62089999999999	0.4117647058823529
RIFABUTIN	61	123	846.4415088040001	784.5229999999999	847.0190000000003	332	1	4	5	1	1	0	1	0	1	1	14	5	15	4	6	4	5	46	5	15	4	9	9	1	4.615720000000004	226.76479999999935	0.5869565217391305
RIFAMPIN	59	117	822.4051232959998	764.4889999999998	822.9529999999995	322	0	4	4	1	2	0	2	0	1	1	15	6	16	4	6	4	5	43	6	16	5	9	9	0	4.3354200000000045	220.4791999999994	0.5348837209302325
RIFAPENTINE	63	127	876.4520734879998	812.5329999999997	877.0449999999993	344	1	4	5	1	2	0	2	1	1	2	15	6	16	4	7	5	6	47	6	16	5	9	9	0	5.6482200000000065	236.81119999999927	0.574468085106383
RIFAXIMIN	57	108	785.3523594519997	734.4829999999998	785.8909999999997	304	0	2	2	1	2	2	4	0	0	0	13	5	14	4	6	2	3	43	5	14	4	9	9	0	6.157840000000007	213.14339999999947	0.4418604651162791
RILMENIDINE	13	29	180.126263132	164.12299999999996	180.25099999999995	72	2	1	3	0	0	0	0	2	0	2	3	1	3	1	3	3	4	10	1	3	0	0	0	0	1.1507999999999998	50.62570000000003	0.9
RILUZOLE	15	20	234.00746844	229.16199999999995	234.20199999999994	80	0	0	0	0	1	1	2	0	0	0	4	1	7	1	2	1	2	8	2	3	0	0	0	0	2.7771	50.7154	0.125
RITODRINE_HYDROCHLORIDE	21	42	287.152143532	266.1909999999999	287.35900000000004	112	0	0	0	0	2	0	2	0	0	0	4	4	4	0	2	6	6	17	4	4	0	2	2	0	2.3520000000000003	82.34210000000003	0.29411764705882354
RITONAVIR	50	98	720.3127606359999	672.5780000000001	720.962	268	0	0	0	4	2	2	4	0	0	0	9	4	13	2	4	17	22	37	4	11	0	4	4	0	5.905200000000005	196.89689999999942	0.43243243243243246
ROSARAMICIN	41	92	581.3563822119999	530.3390000000004	581.7470000000003	234	0	3	3	0	0	0	0	0	2	2	10	2	10	3	3	6	6	31	2	10	0	13	13	0	2.6704000000000017	151.8065999999998	0.8387096774193549
ROSIGLITAZONE_MALEATE	25	44	357.11471246800005	338.2830000000001	357.435	130	0	1	1	2	1	1	2	0	1	1	6	1	7	2	3	7	7	18	1	6	0	1	1	0	2.490900000000001	98.06570000000002	0.2777777777777778
ROSOXACIN	22	36	294.100442308	280.198	294.31	110	0	0	0	0	1	2	3	0	0	0	4	1	5	2	3	3	3	17	1	5	0	0	0	0	2.781600000000002	84.07230000000001	0.11764705882352941
ROSUVASTATIN	33	61	481.1682848359999	453.32200000000023	481.5460000000003	180	0	0	0	0	1	1	2	0	0	0	7	3	11	1	2	10	10	22	3	9	0	2	2	0	2.401700000000001	122.67920000000007	0.4090909090909091
ROXITHROMYCIN	58	134	836.524569732	760.45	837.0579999999999	340	0	3	3	0	0	0	0	0	3	3	17	5	17	3	3	13	13	41	5	17	0	18	18	0	2.2096000000000076	212.46599999999918	0.9512195121951219
SALICYLAMIDE	10	17	137.047678464	130.082	137.13799999999998	52	0	0	0	1	1	0	1	0	0	0	2	2	3	0	1	1	1	7	3	3	0	0	0	0	0.49110000000000004	36.62470000000002	0.0
SALSALATE	19	29	258.05282342000004	248.14899999999994	258.229	96	0	0	0	0	2	0	2	0	0	0	4	2	5	0	2	3	4	14	2	5	0	0	0	0	2.309600000000001	66.46660000000001	0.0
SAPROPTERIN	17	32	241.11748934	226.131	241.251	94	0	1	1	0	0	1	1	0	0	0	7	6	8	2	2	2	2	9	7	8	0	3	3	0	-1.7001999999999997	62.85810000000001	0.5555555555555556
SAQUINAVIR	49	99	670.3842687	620.455	670.855	262	1	1	2	4	2	1	3	1	1	2	7	5	11	2	5	12	16	38	6	11	0	6	6	0	3.092400000000004	188.21379999999954	0.5
SATIGREL	25	44	337.131408088	318.22300000000007	337.375	128	0	0	0	0	2	0	2	0	0	0	4	1	5	0	2	7	7	20	1	5	0	0	0	0	3.8940800000000024	94.49280000000003	0.2
SEMATILIDE	21	44	313.14601259600005	290.23900000000003	313.4230000000001	118	0	0	0	1	1	0	1	0	0	0	4	2	7	0	1	8	9	14	2	6	0	0	0	0	1.1297	85.02970000000005	0.5
SILDENAFIL_CITRATE	33	63	474.20492443999996	444.3470000000002	474.5870000000004	178	0	1	1	0	1	2	3	0	1	1	8	1	11	3	4	7	7	22	1	10	0	0	0	0	1.6109	125.98550000000006	0.5
SIMVASTATIN	30	68	418.2719243159999	380.27000000000015	418.57400000000024	168	2	1	3	0	0	0	0	0	1	1	5	1	5	1	3	6	7	25	1	5	0	7	7	0	4.585600000000005	115.45480000000006	0.76
SIROLIMUS	65	144	913.5551415880002	834.5550000000001	914.1869999999997	366	1	3	4	1	0	0	0	1	2	3	13	3	14	3	4	6	6	51	3	14	2	15	15	0	6.180600000000008	245.13739999999908	0.7450980392156863
SODIUM_PHENYLBUTYRATE	12	24	164.083729624	152.10799999999998	164.204	64	0	0	0	0	1	0	1	0	0	0	1	1	2	0	1	4	4	10	1	2	0	0	0	0	2.0939	47.01580000000003	0.3
SORBINIL	17	26	236.059720368	227.12999999999994	236.202	88	0	2	2	3	1	0	1	0	1	1	3	2	6	2	3	0	0	11	2	5	0	1	1	1	0.6428999999999999	54.8644	0.2727272727272727
SORIVUDINE	20	33	347.995698236	336.0330000000001	349.13700000000006	110	0	1	1	0	0	1	1	0	1	1	7	4	9	2	2	3	3	11	4	8	0	4	4	0	-1.4863000000000006	72.2931	0.45454545454545453
SOTALOL_HYDROCHLORIDE	18	38	272.1194635	252.20999999999998	272.37	102	0	0	0	0	1	0	1	0	0	0	4	3	6	0	1	6	6	12	3	5	0	1	1	0	1.0895	73.00700000000005	0.5
SPARFLOXACIN	28	50	392.16599700399996	370.23000000000013	392.4060000000001	150	1	1	2	0	1	1	2	1	1	2	6	3	9	2	4	3	3	19	4	7	0	2	2	0	2.0816	102.03940000000007	0.47368421052631576
SPIRAMYCIN	59	133	842.5140050480001	768.4730000000001	843.0650000000004	340	0	4	4	0	0	0	0	0	3	3	16	4	16	4	4	11	11	43	4	16	0	19	19	0	2.325100000000007	216.88619999999912	0.8604651162790697
SPIRAPRIL	31	61	466.15961406	436.38500000000016	466.62500000000034	170	0	2	2	1	1	0	1	0	2	2	7	2	9	2	3	9	11	22	2	7	0	3	3	1	2.3908000000000005	123.18250000000008	0.5909090909090909
SPIRONOLACTONE	29	61	416.2021305039999	384.32700000000017	416.58300000000025	158	4	1	5	0	0	0	0	3	1	4	5	0	5	1	5	1	2	24	0	4	0	7	7	1	4.852300000000005	112.21000000000006	0.7916666666666666
STANOZOLOL	24	56	328.25146364399995	296.244	328.50000000000017	132	4	0	4	0	0	1	1	3	0	3	2	2	3	1	5	0	0	21	2	3	0	7	7	0	4.118100000000003	94.49550000000006	0.8571428571428571
STAVUDINE	16	28	224.079706864	212.11999999999998	224.21599999999998	86	0	1	1	0	0	1	1	0	0	0	5	2	6	2	2	2	2	10	2	6	0	2	2	0	-0.7090799999999999	56.19550000000001	0.4
SUCCIMER	10	16	181.970750672	176.17399999999998	182.222	58	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	3	3	4	2	4	0	2	2	0	-0.2476000000000001	40.81960000000001	0.5
SUCRALFATE	54	74	967.7550803400004	948.6220000000005	968.7820000000008	322	0	2	2	0	0	0	0	0	2	2	27	8	43	2	2	20	20	11	8	35	0	9	9	0	-6.821300000000002	147.09279999999995	1.0
SULFACYTINE	20	34	294.078661308	280.224	294.336	106	0	0	0	0	1	1	2	0	0	0	6	2	8	1	2	4	4	12	3	7	0	0	0	0	0.6461999999999999	75.83390000000001	0.16666666666666666
SULFADIAZINE	17	27	250.05244656	240.20299999999997	250.28300000000002	88	0	0	0	0	1	1	2	0	0	0	5	2	7	1	2	3	3	10	3	6	0	0	0	0	0.8596000000000001	63.69490000000001	0.0
SULFAMETER	19	31	280.063011244	268.21299999999997	280.30899999999997	100	0	0	0	0	1	1	2	0	0	0	6	2	8	1	2	4	4	11	3	7	0	0	0	0	0.8681999999999999	70.24690000000001	0.09090909090909091
SULFAMETHIZOLE	17	27	270.02451756	260.25899999999996	270.339	90	0	0	0	0	1	1	2	0	0	0	6	2	8	1	2	3	3	9	3	6	0	0	0	0	1.2295199999999997	66.30890000000002	0.1111111111111111
SULFAMETHOXAZOLE	17	28	253.052112212	242.19499999999996	253.28300000000002	90	0	0	0	0	1	1	2	0	0	0	5	2	7	1	2	3	3	10	3	6	0	0	0	0	1.36602	62.90290000000002	0.1
SULFAPHENAZOLE	22	36	314.08374668799996	300.25800000000004	314.37	112	0	0	0	0	2	1	3	0	0	0	5	2	7	1	3	4	4	15	3	6	0	0	0	0	2.2553	85.2269	0.0
SULFAPYRIDINE	17	28	249.057197592	238.20699999999997	249.29500000000002	88	0	0	0	0	1	1	2	0	0	0	4	2	6	1	2	3	3	11	3	5	0	0	0	0	1.4646000000000001	65.89990000000002	0.0
SULFASALAZINE	28	42	398.068490548	384.2880000000001	398.4000000000001	142	0	0	0	0	2	1	3	0	0	0	7	3	10	1	3	6	6	18	3	9	0	0	0	0	3.7016000000000018	100.72960000000002	0.0
SULFINPYRAZONE	29	49	404.1194635	384.3310000000002	404.4910000000001	146	0	1	1	2	3	0	3	0	1	1	3	0	6	1	4	6	6	23	0	5	0	1	1	0	3.795500000000003	113.68040000000002	0.13043478260869565
SULFISOXAZOLE	18	31	267.067762276	254.20599999999996	267.31	96	0	0	0	0	1	1	2	0	0	0	5	2	7	1	2	3	3	11	3	6	0	0	0	0	1.67444	67.63990000000003	0.18181818181818182
SULFISOXAZOLE_ACETYL	21	36	309.07832696	294.22700000000003	309.34700000000004	112	0	0	0	1	1	1	2	0	0	0	6	1	8	1	2	3	4	13	2	7	0	0	0	0	1.6154400000000002	77.17720000000003	0.23076923076923078
SULFOXONE_SODIUM	25	41	404.017049232	388.3630000000001	404.4910000000001	136	0	0	0	0	2	0	2	0	0	0	6	4	11	0	2	8	8	14	4	8	0	2	2	0	1.7015999999999998	96.85760000000005	0.14285714285714285
SULINDAC	25	42	356.088243624	339.28200000000004	356.41800000000006	128	1	0	1	0	2	0	2	0	0	0	2	1	5	0	3	4	4	20	1	3	0	1	1	0	4.3655000000000035	97.89220000000003	0.15
SULTAMICILLIN	40	70	594.1454205399999	564.4280000000002	594.6680000000002	216	0	4	4	3	1	0	1	0	4	4	11	2	15	4	5	7	10	25	3	13	0	6	6	0	-0.5885999999999969	140.48189999999988	0.56
TACROLIMUS	57	126	803.4819766480001	734.479	804.0310000000002	322	1	3	4	1	0	0	0	1	2	3	12	3	13	3	4	7	7	44	3	13	2	14	14	0	4.639000000000005	212.59239999999923	0.7727272727272727
TADALAFIL	29	48	389.13755608799994	370.2590000000001	389.41100000000023	146	0	3	3	2	2	1	3	0	1	1	4	1	7	4	6	1	1	22	1	7	0	2	2	0	2.2112999999999996	104.68170000000005	0.2727272727272727
TALINOLOL	26	59	363.252191916	330.2380000000001	363.50200000000024	146	1	0	1	2	1	0	1	1	0	1	4	4	6	0	2	7	10	20	4	6	0	1	1	0	3.268600000000002	104.72690000000004	0.65
TAMOXIFEN	28	57	371.224914548	342.29200000000014	371.524	144	0	0	0	0	3	0	3	0	0	0	2	0	2	0	3	8	8	26	0	2	0	0	0	0	5.9961000000000055	119.58200000000004	0.23076923076923078
TAMSULOSIN_HYDROCHLORIDE	28	56	408.17189299599994	380.2960000000001	408.5200000000001	154	0	0	0	0	2	0	2	0	0	0	6	2	8	0	2	11	11	20	3	7	0	1	1	0	2.3409	108.64190000000005	0.4
TANDOSPIRONE	28	57	383.23212516800004	354.2640000000001	383.4960000000001	150	2	2	4	2	0	1	1	2	2	4	6	0	7	3	5	6	6	21	0	7	2	4	4	0	1.4098999999999995	104.45000000000005	0.7142857142857143
TEGAFUR	14	23	200.059720368	191.09699999999998	200.16899999999998	76	0	1	1	0	0	1	1	0	1	1	4	1	6	2	2	1	1	8	1	5	0	1	1	0	-0.015300000000000036	45.50370000000001	0.5
TELITHROMYCIN	58	123	811.47314328	746.4979999999999	812.0179999999998	322	0	3	3	1	0	2	2	0	3	3	14	1	15	5	5	11	11	43	1	15	0	13	13	0	4.929200000000005	214.25079999999926	0.7209302325581395
TELMISARTAN	39	69	514.2368762	484.38900000000035	514.6290000000002	194	0	0	0	0	4	2	6	0	0	0	5	1	6	2	6	7	7	33	1	6	0	0	0	0	7.264420000000007	156.1122999999997	0.18181818181818182
TEMOZOLOMIDE	14	20	194.055223432	188.106	194.15399999999997	72	0	0	0	1	0	2	2	0	0	0	7	1	8	2	2	1	1	6	2	8	0	0	0	0	-2.078099999999999	44.5409	0.16666666666666666
TENOFOVIR	19	33	287.078340558	273.104	287.21599999999995	104	0	0	0	0	0	2	2	0	0	0	7	3	10	2	2	5	5	9	4	9	0	1	1	0	-0.051200000000000134	67.19350000000001	0.4444444444444444
TENOXICAM	22	33	337.01909783200006	326.2940000000001	337.382	114	0	1	1	1	0	2	2	0	0	0	6	2	9	3	3	2	3	13	2	7	0	0	0	0	1.6425	81.68330000000003	0.07692307692307693
TERAZOSIN	28	53	387.19065428	362.2400000000002	387.4400000000002	150	0	2	2	1	1	1	2	0	2	2	8	1	9	3	4	4	5	19	2	9	0	1	1	0	1.0567999999999995	104.82140000000004	0.5263157894736842
TERBUTALINE_SULFATE	16	35	225.136493468	206.13599999999997	225.288	90	0	0	0	0	1	0	1	0	0	0	4	4	4	0	1	3	4	12	4	4	0	1	1	0	1.5192999999999997	62.48710000000004	0.5
TESTOLACTONE	22	46	300.17254462799997	276.20599999999996	300.3980000000001	118	3	1	4	0	0	0	0	2	1	3	3	0	3	1	4	0	0	19	0	3	0	5	5	0	3.5899000000000028	83.00600000000004	0.6842105263157895
TETRACYCLINE_HYDROCHLORIDE	32	56	444.15326572799995	420.2480000000002	444.4400000000002	170	3	0	3	1	1	0	1	0	0	0	9	6	10	0	4	2	2	22	7	10	0	5	5	0	-0.2143999999999982	109.54090000000001	0.4090909090909091
THIABENDAZOLE	14	21	201.036068224	194.198	201.25400000000002	68	0	0	0	0	1	2	3	0	0	0	3	1	4	2	3	1	1	10	1	3	0	0	0	0	2.686400000000001	57.20170000000002	0.0
THIACETAZONE	16	28	236.073182004	224.20399999999998	236.29999999999998	84	0	0	0	1	1	0	1	0	0	0	3	3	6	0	1	3	5	10	4	5	0	0	0	0	0.8120999999999998	68.26080000000002	0.1
THIAMPHENICOL	21	36	355.00479894	341.10699999999997	356.2270000000001	118	0	0	0	1	1	0	1	0	0	0	5	3	9	0	1	6	7	12	3	6	0	2	2	0	0.40430000000000027	79.02210000000002	0.4166666666666667
THIOGUANINE	11	16	167.02656616	162.157	167.197	56	0	0	0	0	0	2	2	0	0	0	4	3	6	2	2	0	0	5	4	5	0	0	0	0	0.59769	43.48579999999999	0.0
THYMOXAMINE	20	45	279.18344366	254.17999999999995	279.38	112	0	0	0	0	1	0	1	0	0	0	4	0	4	0	1	6	7	16	0	4	0	0	0	0	2.9841200000000017	80.62600000000005	0.5625
TIAPROFENIC	18	30	260.050715244	248.21799999999996	260.31399999999996	92	0	0	0	0	1	1	2	0	0	0	3	1	4	1	2	4	4	14	1	3	0	1	1	0	3.167200000000001	70.24430000000002	0.14285714285714285
TICLOPIDINE_HYDROCHLORIDE	17	31	263.053548128	249.68099999999995	263.793	88	0	1	1	0	1	1	2	0	0	0	2	0	3	2	3	2	2	14	0	1	0	0	0	0	3.959800000000002	73.58900000000004	0.2857142857142857
TICRYNAFEN	20	28	329.952035096	323.11199999999997	331.17600000000004	104	0	0	0	0	1	1	2	0	0	0	4	1	7	1	2	5	5	13	1	4	0	0	0	0	3.7493000000000016	77.34430000000003	0.07692307692307693
TILUDRONATE_DISODIUM	17	26	317.928359948	309.53900000000004	318.61100000000005	96	0	0	0	0	1	0	1	0	0	0	3	4	10	0	1	4	4	7	4	6	0	0	0	0	2.0711000000000013	65.18520000000002	0.14285714285714285
TIMOLOL_MALEATE	21	45	316.156911628	292.23500000000007	316.4270000000002	120	0	1	1	0	0	1	1	0	1	1	8	2	8	2	2	6	7	13	2	7	0	1	1	0	0.5024999999999997	82.19850000000004	0.8461538461538461
TINIDAZOLE	16	29	247.062676896	234.17199999999997	247.27599999999998	90	0	0	0	0	0	1	1	0	0	0	6	0	8	1	1	5	5	8	0	7	0	0	0	0	0.5344199999999997	57.94620000000002	0.625
TIOPRONIN	10	19	163.030314148	154.12599999999998	163.198	58	0	0	0	1	0	0	0	0	0	0	3	3	5	0	0	3	4	5	2	4	0	1	1	0	-0.49450000000000044	39.0935	0.6
TIPRANAVIR	42	75	602.206227816	569.4110000000003	602.6750000000002	224	0	1	1	0	2	1	3	0	0	0	6	2	11	2	4	11	12	31	2	7	0	2	2	0	7.325500000000007	152.2872999999998	0.3548387096774194
TIRAPAZAMINE	13	19	178.049075432	172.10299999999998	178.15099999999998	66	0	0	0	0	1	1	2	0	0	0	4	1	6	1	2	0	0	7	2	6	0	0	0	0	-0.9162000000000003	44.07540000000001	0.0
TOCAINIDE_HYDROCHLORIDE	14	30	192.126263132	176.13399999999996	192.262	76	0	0	0	1	1	0	1	0	0	0	2	2	3	0	1	2	3	11	3	3	0	1	1	0	1.5891399999999998	58.195100000000025	0.36363636363636365
TOLAZAMIDE	21	42	311.13036253200005	290.23900000000003	311.40700000000015	116	0	1	1	2	1	0	1	0	1	1	4	2	7	1	2	3	5	14	2	6	0	0	0	0	1.77392	80.07320000000004	0.5
TOLBUTAMIDE	18	36	270.103813436	252.20999999999995	270.354	100	0	0	0	2	1	0	1	0	0	0	3	2	6	0	1	5	7	12	2	5	0	0	0	0	1.78302	69.80720000000004	0.4166666666666667
TOLMETIN_SODIUM	19	34	257.10519334	242.16899999999995	257.289	98	0	0	0	0	1	1	2	0	0	0	3	1	4	1	2	4	4	15	1	4	0	0	0	0	2.1916199999999995	71.36430000000003	0.2
TOREMIFENE_CITRATE	29	57	405.185942196	377.7450000000002	405.96900000000005	150	0	0	0	0	3	0	3	0	0	0	2	0	3	0	3	9	9	26	0	2	0	0	0	0	6.215000000000006	124.62800000000003	0.23076923076923078
TORSEMIDE	24	44	348.1256115	328.26800000000014	348.42800000000005	128	0	0	0	2	1	1	2	0	0	0	5	3	8	1	2	5	7	16	3	7	0	0	0	0	2.5299200000000006	92.68790000000003	0.25
TRANDOLAPRIL	31	65	430.24677218799997	396.2730000000002	430.54500000000036	170	1	1	2	1	1	0	1	1	1	2	5	2	7	1	3	9	11	24	2	7	0	5	5	0	2.7733	116.41450000000009	0.625
TRANEXAMIC_ACID	11	26	157.11027872	142.09299999999996	157.213	64	1	0	1	0	0	0	0	1	0	1	2	2	3	0	1	2	2	8	3	3	0	0	0	0	0.8361000000000001	42.13820000000001	0.875
TRAPIDIL	15	30	205.13274547999998	190.14499999999998	205.265	80	0	0	0	0	0	2	2	0	0	0	5	0	5	2	2	3	3	10	0	5	0	0	0	0	1.2789199999999998	59.080000000000034	0.5
TREOSULFAN	16	30	278.013009408	264.192	278.30400000000003	98	0	0	0	0	0	0	0	0	0	0	8	2	10	0	0	7	7	6	2	8	0	2	2	0	-2.3393999999999986	53.60520000000003	1.0
TRIAMCINOLONE	28	55	394.1791668039999	367.2230000000001	394.43900000000014	154	4	0	4	0	0	0	0	3	0	3	6	4	7	0	4	2	2	21	4	6	0	8	8	0	0.6204999999999998	96.78720000000003	0.7142857142857143
TRIAMCINOLONE_DIACETATE	34	65	478.200296172	447.26500000000027	478.51300000000026	186	4	0	4	0	0	0	0	3	0	3	8	2	9	0	4	4	6	25	2	8	0	8	8	0	1.7620999999999996	115.88160000000005	0.68
TRIAMTERENE	19	30	253.10759335199998	242.18099999999998	253.269	94	0	0	0	0	1	2	3	0	0	0	7	3	7	2	3	1	1	12	6	7	0	0	0	0	0.8333999999999999	73.80120000000001	0.0
TRICHLORMETHIAZIDE	20	28	378.902180776	372.59799999999996	380.66200000000003	112	0	1	1	0	1	0	1	0	0	0	5	3	12	1	2	2	2	8	4	7	0	1	1	0	0.8210000000000011	76.05140000000002	0.25
TRICLOFOS_SODIUM	10	14	227.89127827800002	225.351	229.38299999999998	62	0	0	0	0	0	0	0	0	0	0	2	2	8	0	0	2	3	2	2	4	0	0	0	0	1.4658999999999998	38.28610000000001	1.0
TRIDIHEXETHYL_CHLORIDE	23	59	318.27914119209	282.23699999999997	318.5249999999999	130	1	0	1	0	1	0	1	1	0	1	1	1	2	0	2	8	8	21	1	2	0	1	1	0	4.721100000000004	98.28120000000007	0.7142857142857143
TRIENTINE_HYDROCHLORIDE	10	28	146.15314657599998	128.094	146.238	62	0	0	0	0	0	0	0	0	0	0	4	4	4	0	0	7	7	6	6	4	0	0	0	0	-1.916999999999998	43.84820000000001	1.0
TRILOSTANE	24	51	329.199093724	302.22400000000005	329.44000000000005	130	4	1	5	0	0	0	0	3	1	4	4	2	4	1	5	0	0	20	2	4	0	8	8	1	3.466880000000002	87.88160000000005	0.85
TRIMETHOPRIM	21	39	290.13789043599996	272.179	290.32300000000004	112	0	0	0	0	1	1	2	0	0	0	7	2	7	1	2	5	5	14	4	7	0	0	0	0	1.2575999999999998	79.76080000000003	0.2857142857142857
TRIOXSALEN	17	29	228.078644244	216.15099999999995	228.24699999999999	86	0	0	0	0	1	2	3	0	0	0	3	0	3	2	3	0	0	14	0	3	0	0	0	0	3.4644600000000016	66.46700000000003	0.21428571428571427
TROFOSFAMIDE	17	35	322.017147486	305.44399999999996	323.5880000000001	102	0	1	1	0	0	0	0	0	1	1	2	0	8	1	1	7	7	9	0	4	0	1	1	0	2.8352000000000013	73.48150000000004	1.0
TROLEANDOMYCIN	57	124	813.4510704440002	746.4430000000001	813.9790000000003	326	0	4	4	0	0	0	0	0	4	4	16	0	16	4	4	9	12	41	0	16	0	18	18	1	3.620900000000008	202.26499999999916	0.8780487804878049
TROVAFLOXACIN	30	45	416.109625	401.2390000000001	416.3590000000001	154	1	1	2	0	1	2	3	1	1	2	6	2	10	3	5	3	3	20	3	7	0	2	2	0	1.8945	101.34170000000003	0.25
TYROPANOATE_SODIUM	22	40	640.8420874359999	622.8810000000002	641.0250000000002	122	0	0	0	1	1	0	1	0	0	0	2	2	7	0	1	7	8	15	2	4	0	1	1	0	4.892300000000003	113.25150000000004	0.4666666666666667
URACIL_MUSTARD	15	26	251.022831952	241.01299999999998	252.10100000000003	84	0	0	0	0	0	1	1	0	0	0	3	2	7	1	1	5	5	8	2	5	0	0	0	0	0.34720000000000006	61.336400000000005	0.5
URSODIOL	28	68	392.29265976	352.26000000000016	392.5800000000002	160	4	0	4	0	0	0	0	4	0	4	3	3	4	0	4	4	4	24	3	4	0	10	10	0	4.477900000000004	108.64740000000008	0.9583333333333334
VALACYCLOVIR_HYDROCHLORIDE	23	43	324.15460312000005	304.18100000000004	324.341	126	0	0	0	0	0	2	2	0	0	0	9	3	10	2	2	7	8	13	5	10	0	1	1	0	-0.7975999999999985	82.28550000000001	0.5384615384615384
VALGANCICLOVIR_HYDROCHLORIDE	25	47	354.1651678040001	332.19100000000003	354.3670000000001	138	0	0	0	0	0	2	2	0	0	0	10	4	11	2	2	8	9	14	6	11	0	2	2	0	-1.4366999999999974	88.29230000000001	0.5714285714285714
VALSARTAN	32	61	435.22703978800007	406.29600000000016	435.5280000000002	168	0	0	0	1	2	1	3	0	0	0	5	2	8	1	3	10	11	24	2	8	0	1	1	0	4.1617000000000015	121.38650000000007	0.375
VANCOMYCIN_HYDROCHLORIDE	101	177	1446.4349506719996	1371.6749999999993	1448.2830000000004	542	0	7	7	6	5	0	5	0	2	2	25	18	34	7	12	13	14	67	20	32	11	18	18	0	1.1968000000000056	350.4750000000006	0.43283582089552236
VARDENAFIL	34	66	488.22057450399996	456.35800000000023	488.61400000000043	184	0	1	1	0	1	2	3	0	1	1	8	1	11	3	4	8	8	23	1	10	0	0	0	0	2.0704199999999995	129.81750000000002	0.5217391304347826
