m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3	p_meninges
FLUPIRTINE	22	39	304.133554004	287.189	304.325	0	116	0	0	0	1	1	1	2	0	0	0	5	3	7	1	2	5	7	15	4	6	5	3	0	0	0	0	2.9834000000000014	83.02080000000002	0.2	1
FENOTEROL	22	43	303.147058152	282.18999999999994	303.358	0	118	0	0	0	0	2	0	2	0	0	0	5	5	5	0	2	6	6	17	5	5	5	5	0	2	2	0	2.0576	84.00690000000002	0.29411764705882354	0
QUINESTROL	27	59	364.240230264	332.27300000000014	364.52900000000017	0	144	4	0	4	0	1	0	1	3	0	3	2	1	2	0	5	2	2	25	1	2	2	1	0	5	5	0	5.228400000000006	107.72580000000008	0.68	0
LEVODROPROPIZINE	17	37	236.15247788	216.155	236.31500000000003	0	94	0	1	1	0	1	0	1	0	1	1	4	2	4	1	2	4	4	13	2	4	4	2	0	1	1	0	0.16179999999999994	68.18760000000005	0.5384615384615384	0
DIPHENHYDRAMINE	19	40	255.16231429200002	234.19299999999996	255.361	0	100	0	0	0	0	2	0	2	0	0	0	2	0	2	0	2	6	6	17	0	2	2	0	0	0	0	0	3.3542000000000023	79.23300000000006	0.29411764705882354	1
FENTANYL	25	53	336.22016351599996	308.25500000000005	336.47900000000004	0	132	0	1	1	1	2	0	2	0	1	1	2	0	3	1	3	6	7	22	0	3	2	0	0	0	0	0	4.136700000000004	103.82700000000006	0.4090909090909091	1
CHLORDIAZEPOXIDE	21	35	299.08253974799993	285.649	299.76099999999997	0	106	0	1	1	0	2	0	2	0	0	0	3	1	5	1	3	1	1	16	1	4	3	1	0	0	0	0	1.8492	83.03650000000003	0.125	1
PARALDEHYDE	9	21	132.078644244	120.06299999999996	132.159	0	54	0	1	1	0	0	0	0	0	1	1	3	0	3	1	1	0	0	6	0	3	3	0	0	0	0	0	1.0878	31.640999999999984	1.0	1
ESTRADIOL	20	44	272.177630008	248.19599999999997	272.388	0	108	3	0	3	0	1	0	1	2	0	2	2	2	2	0	4	0	0	18	2	2	2	2	0	5	5	0	3.609200000000002	78.73060000000005	0.6666666666666666	0
ACETAZOLAMIDE	13	19	221.988132052	216.203	222.25099999999998	0	72	0	0	0	1	0	1	1	0	0	0	6	2	9	1	1	2	3	4	3	7	6	2	0	0	0	0	-0.8561000000000003	45.5859	0.25	1
CINOLAZEPAM	25	38	357.06803255600005	344.66800000000006	357.77200000000016	0	126	0	1	1	1	2	0	2	0	0	0	4	1	7	1	3	3	3	18	1	5	4	1	0	1	1	0	2.8951800000000016	92.08080000000004	0.16666666666666666	1
ONDANSETRON	22	41	293.152812228	274.218	293.37000000000006	0	112	1	0	1	0	1	2	3	0	0	0	4	0	4	2	4	2	2	18	0	4	4	0	0	1	1	0	3.1285200000000017	86.02450000000003	0.3333333333333333	1
BEVANTOLOL	25	52	345.194008344	318.22300000000007	345.43900000000014	0	136	0	0	0	0	2	0	2	0	0	0	5	2	5	0	2	10	10	20	2	5	5	2	0	1	1	0	2.584220000000001	98.80050000000006	0.4	0
PANTOTHENIC	15	32	219.110672644	202.10099999999997	219.237	0	88	0	0	0	1	0	0	0	0	0	0	4	4	6	0	0	6	7	9	4	6	4	4	0	1	1	0	-1.0432999999999997	52.13610000000003	0.7777777777777778	0
SULINDAC	25	42	356.08824362400003	339.2820000000001	356.41800000000006	0	128	1	0	1	0	2	0	2	0	0	0	2	1	5	0	3	4	4	20	1	3	2	1	0	1	1	0	4.365500000000004	97.89220000000005	0.15	0
CORTISONE_ACETATE	26	54	360.193673996	332.2260000000001	360.45000000000016	0	142	4	0	4	0	0	0	0	3	0	3	5	2	5	0	4	2	2	21	2	5	5	2	0	6	6	0	1.9898	94.14260000000004	0.7619047619047619	0
CLIDINIUM_BROMIDE	26	52	352.19072011209	326.2460000000001	352.45400000000006	0	136	0	3	3	0	2	0	2	0	3	3	3	1	4	3	5	4	5	22	1	4	3	1	2	1	1	0	2.7045000000000003	99.27220000000004	0.4090909090909091	0
LACTULOSE	23	45	342.11621152399994	320.1210000000001	342.29700000000014	0	136	0	1	1	0	0	0	0	0	1	1	11	8	11	1	1	8	8	12	8	11	11	8	0	8	8	0	-5.552999999999992	69.83240000000004	0.9166666666666666	0
HYDROMORPHONE	21	40	285.13649346799997	266.1909999999999	285.343	0	110	2	2	4	0	1	0	1	1	1	2	4	1	4	2	5	0	0	17	1	4	4	1	2	4	4	1	1.6303	76.67080000000004	0.5882352941176471	1
MEFENAMIC_ACID	18	33	241.11027872	226.17	241.29	0	92	0	0	0	0	2	0	2	0	0	0	2	2	3	0	2	3	3	15	2	3	2	2	0	0	0	0	3.7452400000000017	72.60000000000002	0.13333333333333333	0
MEPHENYTOIN	16	30	218.105527688	204.144	218.25599999999997	0	84	0	1	1	3	1	0	1	0	1	1	2	1	4	1	2	2	2	12	1	4	2	1	0	1	1	0	1.4735000000000005	59.71270000000003	0.3333333333333333	1
PENTOXIFYLLINE	20	38	278.13789043599996	260.16799999999995	278.312	0	108	0	0	0	0	0	2	2	0	0	0	7	0	7	2	2	5	5	13	0	7	7	0	0	0	0	0	0.1929999999999996	74.74700000000003	0.5384615384615384	0
RIZATRIPTAN	20	39	269.164045608	250.2	269.35200000000003	0	104	0	0	0	0	1	2	3	0	0	0	4	1	5	2	3	5	5	15	1	5	4	1	0	0	0	0	1.9118	79.68070000000003	0.3333333333333333	1
TRANEXAMIC_ACID	11	26	157.11027872	142.09299999999996	157.213	0	64	1	0	1	0	0	0	0	1	0	1	2	2	3	0	1	2	2	8	3	3	2	2	0	0	0	0	0.8361000000000001	42.13820000000001	0.875	0
ACITRETIN	24	50	326.188194692	300.228	326.4360000000001	0	128	0	0	0	0	1	0	1	0	0	0	2	1	3	0	1	6	6	21	1	3	2	1	0	0	0	0	5.167060000000005	100.52880000000003	0.2857142857142857	0
DIETHYLSTILBESTROL_DIPHOSPHATE	20	40	268.14632988	248.19599999999997	268.356	0	104	0	0	0	0	2	0	2	0	0	0	2	2	2	0	2	4	4	18	2	2	2	2	0	0	0	0	4.828600000000005	83.60960000000004	0.2222222222222222	0
GALANTAMINE	21	42	287.152143532	266.1909999999999	287.35900000000004	0	112	1	2	3	0	1	0	1	0	0	0	4	1	4	2	4	1	1	17	1	4	4	1	0	3	3	1	1.8503000000000005	79.80280000000005	0.5294117647058824	1
MEBENDAZOLE	22	35	295.09569127599997	282.194	295.298	0	110	0	0	0	1	2	1	3	0	0	0	4	2	6	1	3	3	5	16	2	6	4	2	0	0	0	0	2.9722000000000013	81.99590000000002	0.0625	0
HYDROXYZINE	26	53	374.176105784	347.69600000000014	374.91200000000015	0	140	0	1	1	0	2	0	2	0	1	1	4	1	5	1	3	8	8	21	1	4	4	1	0	1	1	0	3.0559000000000016	105.65480000000008	0.42857142857142855	1
CYSTEAMINE_BITARTRATE	4	11	77.029920224	70.096	77.15199999999999	0	26	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	1	1	2	2	1	2	2	0	0	0	0	-0.12509999999999988	22.9074	1.0	0
PROTRIPTYLINE	20	41	263.167399672	242.21599999999992	263.384	0	102	1	0	1	0	2	0	2	0	0	0	1	1	1	0	3	4	4	19	1	1	1	1	0	0	0	0	4.301900000000003	86.81570000000004	0.2631578947368421	1
IOCETAMIC_ACID	20	33	613.8060362760001	600.855	613.9590000000002	0	110	0	0	0	1	1	0	1	0	0	0	3	2	8	0	1	4	5	12	3	5	3	2	0	1	1	0	3.156200000000001	103.83220000000004	0.3333333333333333	0
DIOSMIN	43	75	608.1741203239999	576.2930000000002	608.5490000000002	0	234	0	2	2	0	2	1	3	0	2	2	15	8	15	3	5	7	7	28	8	15	15	8	0	10	10	0	-1.0897000000000006	143.4184	0.4642857142857143	0
LINCOMYCIN_HYDROCHLORIDE	27	61	406.21375780799985	372.27300000000014	406.5450000000001	0	158	0	2	2	1	0	0	0	0	2	2	8	5	9	2	2	7	8	18	5	8	8	5	0	9	9	0	-0.8569999999999969	103.24090000000004	0.9444444444444444	0
THIOTHIXENE	30	59	443.17011916800004	414.4060000000002	443.63800000000015	0	160	0	2	2	0	2	0	2	0	1	1	5	0	7	2	4	5	5	23	0	5	5	0	0	0	0	0	3.4707000000000017	123.51280000000006	0.39130434782608703	1
TRIAMTERENE	19	30	253.107593352	242.181	253.269	0	94	0	0	0	0	1	2	3	0	0	0	7	3	7	2	3	1	1	12	6	7	7	3	0	0	0	0	0.8333999999999999	73.80120000000002	0.0	0
RACECADOTRIL	27	50	385.13477921599997	362.30100000000016	385.4850000000001	0	142	0	0	0	1	2	0	2	0	0	0	5	1	6	0	2	9	12	21	1	5	5	1	0	1	1	0	2.9846000000000013	106.0227	0.2857142857142857	0
LORAZEPAM	21	31	320.01193292	311.083	321.163	0	106	0	1	1	1	2	0	2	0	0	0	3	2	6	1	3	1	1	15	2	4	3	2	0	1	1	0	3.101300000000001	83.17950000000002	0.06666666666666668	1
MEPTAZINOL	17	40	233.177964356	210.171	233.355	0	94	0	1	1	0	1	0	1	0	1	1	2	1	2	1	2	2	2	15	1	2	2	1	0	1	1	0	3.1557000000000017	71.42380000000004	0.6	1
RIBOFLAVIN	27	47	376.13828436	356.2090000000002	376.36900000000014	0	144	0	2	2	0	1	0	1	0	0	0	9	5	10	2	3	5	5	17	5	10	9	5	0	3	3	0	-1.7235599999999989	95.6209	0.4117647058823529	0
TRIDIHEXETHYL_CHLORIDE	23	59	318.27914119209	282.237	318.52499999999986	0	130	1	0	1	0	1	0	1	1	0	1	1	1	2	0	2	8	8	21	1	2	1	1	0	1	1	0	4.721100000000004	98.28120000000007	0.7142857142857143	0
FROVATRIPTAN	18	35	243.13716216400002	226.17399999999995	243.31	0	94	1	0	1	1	1	1	2	0	0	0	2	3	4	1	3	2	2	14	4	4	2	3	0	1	1	0	1.3435	71.68930000000002	0.35714285714285715	0
FLUOXYMESTERONE	24	53	336.210073008	307.2150000000001	336.44700000000006	0	134	4	0	4	0	0	0	0	3	0	3	3	2	4	0	4	0	0	20	2	3	3	2	0	7	7	0	3.3322000000000016	89.07260000000004	0.85	0
CELECOXIB	26	40	381.07588234800005	367.267	381.37900000000013	0	136	0	0	0	0	2	1	3	0	0	0	4	1	9	1	3	3	4	17	2	5	4	1	0	0	0	0	3.513920000000001	90.11220000000004	0.1176470588235294	0
AZACITIDINE	17	29	244.080769484	232.111	244.207	0	94	0	1	1	0	0	1	1	0	1	1	9	4	9	2	2	2	2	8	5	9	9	4	0	4	4	0	-3.167999999999999	53.71380000000002	0.625	0
PHENINDIONE	17	27	222.06807956	212.16299999999995	222.243	0	82	1	0	1	0	2	0	2	0	0	0	2	0	2	0	3	1	1	15	0	2	2	0	0	0	0	0	2.849400000000001	64.28600000000003	0.06666666666666668	0
ROPINIROLE	19	43	260.188863388	236.189	260.3809999999999	0	104	0	1	1	1	1	0	1	0	0	0	2	1	3	1	2	7	7	16	1	3	2	1	0	0	0	0	2.8457000000000012	79.50170000000004	0.5625	1
BUPROPION	16	34	239.107691876	221.602	239.746	0	88	0	0	0	0	1	0	1	0	0	0	2	1	3	0	1	3	4	13	1	2	2	1	0	1	1	0	3.2993000000000023	68.13320000000004	0.4615384615384616	1
IOHEXOL	34	60	820.8803234119999	794.9330000000001	821.1410000000002	0	192	0	0	0	3	1	0	1	0	0	0	9	8	15	0	1	12	15	19	8	12	9	8	0	3	3	0	-1.6274999999999986	146.56419999999997	0.5263157894736842	0
HEXOCYCLIUM_METHYLSULFATE	23	56	317.25874009609004	284.233	317.49700000000007	0	128	1	1	2	0	1	0	1	1	1	2	2	1	3	1	3	4	4	20	1	3	2	1	0	1	1	0	2.8465000000000007	95.19620000000006	0.7	0
CARBENICILLIN_INDANYL_SODIUM	35	61	494.1511575519999	468.36100000000033	494.5690000000003	0	182	1	2	3	2	2	0	2	0	2	2	6	2	9	2	5	6	8	26	2	8	6	2	0	4	4	0	2.4962	128.94350000000003	0.38461538461538464	0
EPROSARTAN_MESYLATE	30	54	424.145678248	400.33000000000015	424.52200000000016	0	156	0	0	0	0	1	2	3	0	0	0	5	2	7	2	3	10	10	23	2	6	5	2	0	0	0	0	4.744400000000003	116.97810000000004	0.2608695652173913	0
ENOXACIN	23	40	320.12846862400005	303.188	320.3240000000001	0	122	0	1	1	0	0	2	2	0	1	1	6	2	8	3	3	3	3	15	2	7	6	2	0	0	0	0	0.6633000000000002	83.67700000000002	0.4	0
ALPRAZOLAM	22	35	308.082874096	295.668	308.77199999999993	0	108	0	1	1	0	2	1	3	0	0	0	4	0	5	2	4	1	1	17	0	4	4	0	0	0	0	0	3.580120000000002	86.89100000000002	0.1176470588235294	1
MEPROBAMATE	15	33	218.12665705599997	200.10899999999995	218.253	0	88	0	0	0	2	0	0	0	0	0	0	4	2	6	0	0	6	8	9	4	6	4	2	0	0	0	0	0.9834000000000004	54.08580000000003	0.7777777777777778	1
ANISOTROPINE	20	52	282.24275568409	250.19199999999995	282.448	0	116	0	2	2	0	0	0	0	0	2	2	2	0	3	2	2	6	7	17	0	3	2	0	2	2	2	0	3.5158000000000023	81.33840000000006	0.9411764705882352	0
RITONAVIR	50	98	720.3127606359999	672.5780000000002	720.962	0	268	0	0	0	4	2	2	4	0	0	0	9	4	13	2	4	17	22	37	4	11	9	4	0	4	4	0	5.905200000000005	196.89689999999942	0.4324324324324325	0
VITAMIN	31	81	430.38108083999987	380.3170000000002	430.7170000000002	0	178	0	1	1	0	1	0	1	0	0	0	2	1	2	1	2	12	12	29	1	2	2	1	0	3	3	0	8.840260000000002	134.3908	0.7931034482758621	0
PREDNISOLONE	26	54	360.1936739959999	332.22600000000006	360.45000000000016	0	142	4	0	4	0	0	0	0	3	0	3	5	3	5	0	4	2	2	21	3	5	5	3	0	7	7	0	1.5576	95.04840000000004	0.7142857142857143	0
OTILONIUM	35	78	483.32173427609	440.3290000000003	483.6730000000004	0	192	0	0	0	1	2	0	2	0	0	0	4	1	6	0	2	16	18	29	1	6	4	1	0	0	0	0	6.321400000000009	142.12409999999986	0.5172413793103449	0
OXOLINIC	19	30	261.06372245200004	250.14499999999992	261.23299999999995	0	98	0	1	1	0	1	1	2	0	0	0	5	1	6	2	3	2	2	13	1	6	5	1	0	0	0	0	1.4483	66.96430000000001	0.2307692307692308	0
ROPIVACAINE	20	46	274.204513452	248.2	274.408	0	110	0	1	1	1	1	0	1	0	1	1	2	1	3	1	2	4	5	17	1	3	2	1	0	1	1	0	3.5064400000000018	84.04870000000005	0.5882352941176471	1
PINAVERIUM	32	73	510.22134731209	470.1930000000004	511.5210000000005	0	180	3	1	4	0	1	0	1	3	1	4	4	0	6	1	5	10	10	26	0	5	4	0	2	3	3	0	5.2923000000000044	130.16840000000005	0.7692307692307693	0
AZITHROMYCIN_DIHYDRATE	52	124	748.5085257439999	676.4200000000002	748.9960000000001	0	306	0	3	3	0	0	0	0	0	3	3	14	5	14	3	3	7	7	38	5	14	14	5	0	18	18	0	1.9007000000000052	194.17899999999938	0.9736842105263158	0
LACTITOL	23	47	344.13186158799994	320.1210000000001	344.3130000000001	0	138	0	1	1	0	0	0	0	0	1	1	11	9	11	1	1	8	8	12	9	11	11	9	0	9	9	0	-5.761199999999992	70.83220000000004	1.0	0
AMBENONIUM_CHLORIDE	36	78	536.26738478418	495.2400000000004	537.5760000000001	0	198	0	0	0	2	2	0	2	0	0	0	2	2	8	0	2	14	17	28	2	6	2	2	0	0	0	0	4.639200000000005	148.75019999999978	0.5	0
CARBETAPENTANE	24	55	333.230393852	302.224	333.472	0	134	1	0	1	0	1	0	1	1	0	1	4	0	4	0	2	10	11	20	0	4	4	0	0	0	0	0	3.4000000000000017	96.15400000000008	0.65	0
PIROXICAM	23	36	331.06267689599997	318.24900000000014	331.353	0	118	0	1	1	1	1	1	2	0	0	0	5	2	8	2	3	2	3	15	2	7	5	2	0	0	0	0	1.5810000000000002	83.80630000000005	0.06666666666666668	0
TIMOLOL_MALEATE	21	45	316.156911628	292.23500000000007	316.4270000000002	0	120	0	1	1	0	0	1	1	0	1	1	8	2	8	2	2	6	7	13	2	7	8	2	0	1	1	0	0.5024999999999997	82.19850000000005	0.8461538461538461	0
CLARITHROMYCIN	52	121	747.476891268	678.4120000000003	747.9639999999999	0	304	0	3	3	0	0	0	0	0	3	3	14	4	14	3	3	8	8	38	4	14	14	4	0	18	18	0	2.4397000000000046	191.04819999999938	0.9473684210526316	0
FENFLURAMINE	16	32	231.12348417200002	215.13299999999992	231.261	0	90	0	0	0	0	1	0	1	0	0	0	1	1	4	0	1	4	5	12	1	1	1	1	0	1	1	0	3.2459000000000024	58.28670000000002	0.5	1
ASTEMIZOLE	34	65	458.248189832	427.33300000000025	458.5810000000001	0	176	0	1	1	0	3	1	4	0	1	1	5	1	6	2	5	8	8	28	1	5	5	1	0	0	0	0	5.351300000000005	135.01769999999996	0.32142857142857145	0
TANDOSPIRONE	28	57	383.23212516800004	354.2640000000002	383.49600000000015	0	150	2	2	4	2	0	1	1	2	2	4	6	0	7	3	5	6	6	21	0	7	6	0	2	4	4	0	1.4098999999999997	104.45000000000006	0.7142857142857143	1
IMIPRAMINE	21	45	280.193948768	256.223	280.415	0	110	0	1	1	0	2	0	2	0	0	0	2	0	2	1	3	4	4	19	0	2	2	0	0	0	0	0	3.875000000000004	90.46900000000008	0.3684210526315789	1
HALOFANTRINE_HYDROCHLORIDE	33	63	499.1656546	470.1920000000002	500.4320000000001	0	180	0	0	0	0	3	0	3	0	0	0	2	1	7	0	3	10	11	26	1	2	2	1	0	1	1	0	8.644300000000001	132.3088	0.4615384615384616	0
ERYTHROMYCIN	51	118	733.4612412040001	666.4010000000002	733.9370000000001	0	298	0	3	3	0	0	0	0	0	3	3	14	5	14	3	3	7	7	37	5	14	14	5	0	18	18	0	1.785600000000004	186.25799999999958	0.945945945945946	0
LORMETAZEPAM	22	34	334.027582984	323.09399999999994	335.18999999999994	0	112	0	1	1	1	2	0	2	0	0	0	3	1	6	1	3	1	1	16	1	4	3	1	0	1	1	0	3.1256000000000017	87.95980000000002	0.125	1
TRIMEPRAZINE	21	43	298.150369704	276.279	298.455	0	110	0	1	1	0	2	0	2	0	0	0	3	0	3	1	3	4	4	18	0	2	3	0	0	1	1	0	4.4870000000000045	91.73100000000008	0.3333333333333333	1
REBAMIPIDE	26	41	370.07203464	355.67199999999997	370.79200000000014	0	132	0	0	0	1	2	1	3	0	0	0	3	3	7	1	3	5	6	19	3	6	3	3	0	1	1	0	2.6072000000000006	98.6147	0.10526315789473684	0
MEFLOQUINE	26	42	378.11668245199996	362.18799999999993	378.316	0	142	0	1	1	0	1	1	2	0	1	1	3	2	9	2	3	2	4	17	2	3	3	2	0	2	2	0	4.4479000000000015	82.34850000000003	0.4705882352941176	0
MESORIDAZINE	26	52	386.14865545199996	360.37800000000016	386.5860000000001	0	138	0	2	2	0	2	0	2	0	1	1	4	0	5	2	4	4	4	21	0	3	4	0	0	2	2	0	4.901100000000005	111.23140000000004	0.42857142857142855	1
AMITRIPTYLINE	21	44	277.183049736	254.22699999999992	277.41099999999994	0	108	1	0	1	0	2	0	2	0	0	0	1	0	1	0	3	3	3	20	0	1	1	0	0	0	0	0	4.168600000000003	90.54200000000006	0.3	1
DIPYRIDAMOLE	36	76	504.31725176	464.3160000000003	504.63600000000037	0	200	0	2	2	0	0	2	2	0	2	2	12	4	12	4	4	12	12	24	4	12	12	4	0	0	0	0	-0.017599999999997284	140.02519999999998	0.75	0
POLYTHIAZIDE	25	38	438.97088123599997	426.7860000000002	439.89000000000016	0	142	0	1	1	0	1	0	1	0	0	0	6	2	14	1	2	4	5	11	3	7	6	2	0	1	1	0	1.655	88.56470000000004	0.4545454545454545	0
TIRAPAZAMINE	13	19	178.049075432	172.10299999999995	178.15099999999995	0	66	0	0	0	0	1	1	2	0	0	0	4	1	6	1	2	0	0	7	2	6	4	1	0	0	0	0	-0.9162000000000003	44.07540000000001	0.0	0
TENOXICAM	22	33	337.01909783200006	326.2940000000001	337.38199999999995	0	114	0	1	1	1	0	2	2	0	0	0	6	2	9	3	3	2	3	13	2	7	6	2	0	0	0	0	1.6425	81.68330000000003	0.07692307692307693	0
BUNAZOSIN	27	54	373.211389724	346.24100000000016	373.45700000000016	0	146	0	1	1	1	1	1	2	0	1	1	7	1	8	2	3	5	6	19	2	8	7	1	0	0	0	0	2.068	105.37240000000004	0.5263157894736842	0
LEVOCARNITINE	11	27	162.11246979209	146.08099999999996	162.20899999999997	0	66	0	0	0	0	0	0	0	0	0	0	2	2	4	0	0	4	4	7	2	4	2	2	0	1	1	0	-0.4718000000000007	41.159000000000006	0.8571428571428571	0
ANASTROZOLE	22	41	293.1640456080001	274.222	293.374	0	112	0	0	0	0	1	1	2	0	0	0	5	0	5	1	2	4	4	17	0	5	5	0	0	0	0	0	2.9287600000000014	82.84400000000005	0.4117647058823529	0
MOCLOBEMIDE	18	35	268.097855464	251.608	268.7439999999999	0	98	0	1	1	1	1	0	1	0	1	1	3	1	5	1	2	4	5	13	1	4	3	1	0	0	0	0	1.4019999999999997	71.04420000000003	0.4615384615384616	1
ETODOLAC	21	42	287.152143532	266.191	287.35899999999987	0	112	0	1	1	0	1	1	2	0	0	0	2	2	4	2	3	4	4	17	2	4	2	2	0	1	1	0	3.3830000000000013	81.55450000000005	0.4705882352941176	0
AMINOSALICYLIC_ACID	11	18	153.042593084	146.08099999999996	153.137	0	58	0	0	0	0	1	0	1	0	0	0	3	3	4	0	1	1	1	7	4	4	3	3	0	0	0	0	0.6726000000000001	39.4785	0.0	0
SATIGREL	25	44	337.131408088	318.22300000000007	337.375	0	128	0	0	0	0	2	0	2	0	0	0	4	1	5	0	2	7	7	20	1	5	4	1	0	0	0	0	3.8940800000000015	94.49280000000005	0.2	0
GLIPIZIDE	31	58	445.178375344	418.3290000000002	445.54500000000013	0	166	1	0	1	3	1	1	2	1	0	1	6	3	10	1	3	7	10	21	3	9	6	3	0	0	0	0	2.0781199999999997	114.97440000000003	0.42857142857142855	0
TRIAMCINOLONE_DIACETATE	34	65	478.200296172	447.2650000000002	478.5130000000002	0	186	4	0	4	0	0	0	0	3	0	3	8	2	9	0	4	4	6	25	2	8	8	2	0	8	8	0	1.7620999999999996	115.88160000000003	0.68	0
CYCLIZINE	20	42	266.17829870400004	244.21199999999996	266.38800000000003	0	104	0	1	1	0	2	0	2	0	1	1	2	0	2	1	3	3	3	18	0	2	2	0	0	0	0	0	3.0234000000000014	83.79700000000005	0.3333333333333333	1
BREQUINAR	28	43	375.10708516000005	360.25400000000013	375.374	0	138	0	0	0	0	3	1	4	0	0	0	2	1	5	1	4	3	3	23	1	3	2	1	0	0	0	0	5.853620000000004	104.2273	0.043478260869565216	0
CYCLOPHOSPHAMIDE	14	29	260.02481971	245.969	261.089	0	84	0	1	1	0	0	0	0	0	1	1	2	1	7	1	1	5	5	7	1	4	2	1	0	1	1	0	1.8840000000000001	59.19120000000004	1.0	0
CROMOLYN_SODIUM	34	50	468.0692613319999	452.2420000000003	468.3700000000002	0	174	0	0	0	0	2	2	4	0	0	0	9	3	11	2	4	8	8	23	3	11	9	3	0	0	0	0	2.1145	115.88340000000008	0.13043478260869565	0
IBANDRONATE	19	42	319.09497533599995	296.047	319.23100000000005	0	116	0	0	0	0	0	0	0	0	0	0	4	5	10	0	0	9	9	9	5	8	4	5	0	0	0	0	0.4999999999999996	70.67700000000002	1.0	0
ZALCITABINE	15	28	211.095691276	198.117	211.22099999999998	0	82	0	1	1	0	0	1	1	0	1	1	6	2	6	2	2	2	2	9	3	6	6	2	0	2	2	0	-0.5046000000000008	53.13920000000002	0.5555555555555556	0
DIRITHROMYCIN	58	136	834.545305176	756.462	835.0859999999999	0	340	0	4	4	0	0	0	0	0	4	4	16	5	16	4	4	12	12	42	5	16	16	5	2	20	20	0	2.201700000000009	213.52389999999917	0.9761904761904762	0
TRILOSTANE	24	51	329.199093724	302.2240000000001	329.44000000000005	0	130	4	1	5	0	0	0	0	3	1	4	4	2	4	1	5	0	0	20	2	4	4	2	0	8	8	1	3.466880000000002	87.88160000000003	0.85	0
RILMENIDINE	13	29	180.12626313200002	164.12299999999996	180.25099999999995	0	72	2	1	3	0	0	0	0	2	0	2	3	1	3	1	3	3	4	10	1	3	3	1	0	0	0	0	1.1507999999999998	50.62570000000003	0.9	0
TELITHROMYCIN	58	123	811.47314328	746.4979999999998	812.0179999999997	0	322	0	3	3	1	0	2	2	0	3	3	14	1	15	5	5	11	11	43	1	15	14	1	0	13	13	0	4.929200000000005	214.2507999999993	0.7209302325581395	0
ALPIDEM	27	50	403.121817716	381.15700000000015	404.341	0	142	0	0	0	1	1	2	3	0	0	0	3	0	6	2	3	7	8	21	0	4	3	0	0	0	0	0	5.4992000000000045	111.51400000000004	0.3333333333333333	1
ISRADIPINE	27	48	371.14812077199997	350.22500000000014	371.39300000000014	0	142	0	1	1	0	1	1	2	0	0	0	8	1	8	2	3	4	6	19	1	8	8	1	0	1	1	0	2.5822000000000003	96.32470000000004	0.3684210526315789	0
IPRIFLAVONE	21	37	280.10994437200003	264.19499999999994	280.323	0	106	0	0	0	0	2	1	3	0	0	0	3	0	3	1	3	3	3	18	0	3	3	0	0	0	0	0	4.247200000000003	83.68400000000005	0.16666666666666666	0
FLUTAMIDE	19	30	276.072176872	265.126	276.214	0	104	0	0	0	1	1	0	1	0	0	0	3	1	8	0	1	3	5	11	1	5	3	1	0	0	0	0	3.2081000000000017	61.56610000000001	0.3636363636363637	0
NEFOPAM	19	38	253.146664228	234.19299999999996	253.345	0	98	0	1	1	0	2	0	2	0	0	0	2	0	2	1	3	1	1	17	0	2	2	0	0	1	1	0	3.2380000000000018	77.01300000000005	0.29411764705882354	1
ALOSETRON	22	40	294.14806119599996	276.21399999999994	294.35800000000006	0	112	0	1	1	1	1	2	3	0	0	0	3	1	5	3	4	2	2	17	1	5	3	1	0	0	0	0	2.4083200000000007	84.68820000000005	0.29411764705882354	0
MEPERIDINE	18	39	247.157228912	226.17	247.338	0	98	0	1	1	0	1	0	1	0	1	1	3	0	3	1	2	3	4	15	0	3	3	0	0	0	0	0	2.2131	71.48400000000005	0.5333333333333333	1
PIOGLITAZONE	25	45	356.1194635	336.2870000000001	356.44700000000006	0	130	0	1	1	2	1	1	2	0	1	1	5	1	6	2	3	7	7	19	1	5	5	1	0	1	1	0	3.159600000000001	97.87770000000003	0.3157894736842105	0
TELMISARTAN	39	69	514.2368762	484.3890000000004	514.6290000000001	0	194	0	0	0	0	4	2	6	0	0	0	5	1	6	2	6	7	7	33	1	6	5	1	0	0	0	0	7.264420000000008	156.1122999999997	0.18181818181818185	0
DICLOXACILLIN_SODIUM	30	47	469.026597004	453.19800000000015	470.3340000000002	0	158	0	2	2	2	1	1	2	0	2	2	6	2	11	3	4	4	5	19	2	8	6	2	0	3	3	0	3.2021200000000016	111.678	0.3684210526315789	0
OXANDROLONE	22	52	306.21949482	276.206	306.44600000000014	0	124	3	1	4	0	0	0	0	3	1	4	3	1	3	1	4	0	0	19	1	3	3	1	0	7	7	0	3.5431000000000026	84.07580000000007	0.9473684210526316	0
